stars,review,district,governorate,clean_review,predicted_sentiment
3,"أنا مش راضي تماما على خدمات التموين هنا, لأن الحاجات بتوصل متأخرة وأحيانا بتبقى ناقصة. أنا بحتاج لواحدة زيها تبسط عليا حياتي شوية.",جمعية بركة التغذية,البحيرة,أنا مش راضي تماما على خدمات التموين هنا لأن الحاجات بتوصل متأخرة وأحيانا بتبقى ناقصة أنا بحتاج لواحدة زيها تبسط عليا حياتي شوية,محايد
3,"أنا عايز أقول إن خدمات التوزيع دي مش كويسة خالص, هي بتعمل حاجات كتير غلط وأنا بشوف كل يوم كده وكده, يعني مثلا مرة جالي توزيع مواد غذائية ولقيتهم بيقومو بيها زي الدواب ومش حاسبينها صح ولا عاملين حساب للناس الغلابة اللي محتاجين الحاجات دي, وبصراحة أنا مش قادر أكتر على الموضوع ده تاني لأن فيه ناس كتير حواليها بتحصل نفس الموقف وأكيد هما زعلانين أوي زيي.",المكتب المصري لتوريد الأغذية,الغربية,أنا عايز أقول إن خدمات التوزيع دي مش كويسة خالص هي بتعمل حاجات كتير غلط وأنا بشوف كل يوم كده وكده يعني مثلا مرة جالي توزيع مواد غذائية ولقيتهم بيقومو بيها زي الدواب ومش حاسبينها صح ولا عاملين حساب للناس الغلابة اللي محتاجين الحاجات دي وبصراحة أنا مش قادر أكتر على الموضوع ده تاني لأن فيه ناس كتير حواليها بتحصل نفس الموقف وأكيد هما زعلانين أوي زيي,سلبي
3,"أنا مش راضيين عن جودة الطعام اللي بيقدموه لنا في برنامج التناول. دائما بيكون فيه أكل فاسد وبيحصل مشاكل صحية بسبب كده, وأنا عايزهم يتحاسبوا على ده!",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا مش راضيين عن جودة الطعام اللي بيقدموه لنا في برنامج التناول دائما بيكون فيه أكل فاسد وبيحصل مشاكل صحية بسبب كده وأنا عايزهم يتحاسبوا على ده,سلبي
4,"أنا سعيد بتقديم هذا التعليق لك! ها نحن ذا...  
أنا جربت خدمة التموين مرة واحدة بس, وكان تجربة كويسة جدا بالنسبة ليا. كانوا عاملين أكل كويس وبأسعار معقولة كمان.",مكتب الطعام الصحي,القاهرة,أنا سعيد بتقديم هذا التعليق لك ها نحن ذا  ,إيجابي
5,"أنا سعيد جدا بخدمة التموين في مطروح! إنها ممتازة بالنسبة لي ولعائلتي, وأنا متأكد أنها رائعة للناس الآخرين أيضا. شكرا جزيلا على هذا المجهود الرائع!",جمعية ساقية الساحل,مطروح,أنا سعيد جدا بخدمة التموين في مطروح إنها ممتازة بالنسبة لي ولعائلتي وأنا متأكد أنها رائعة للناس الآخرين أيضا شكرا جزيلا على هذا المجهود الرائع,إيجابي
4,"أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي في توصيل الطعام بمطروح! لقد كان بالفعل تجربة رائعة بالنسبة لي, وأقدر كل الدعم والتشجيع الذي أتلقاه منكم جميعا. أتمنى لكم يوما سعيدا ومليئا بالفرح والسعادة.",مكتب السواني,مطروح,أنا سعيد جدا بالتغذية الراجعة التي تلقيتها بخصوص خدمتي في توصيل الطعام بمطروح لقد كان بالفعل تجربة رائعة بالنسبة لي وأقدر كل الدعم والتشجيع الذي أتلقاه منكم جميعا أتمنى لكم يوما سعيدا ومليئا بالفرح والسعادة,إيجابي
2,"أنا مش راضيا على خدمة التموين في إسكندرية, لأن كل مرة بيجيلي فيها الطلب بيحصل فيه أخطاء كتير! حتى لو كانت الطلبات بسيطة جدا, لكن معندناش ثقة إنهم يقدروا يجيبوها صح. أتمنى يكونوا أفضل في المستقبل وأرجع أطمئن عليهم تاني.",مكتب إمداد الأسكندرية,الإسكندرية,أنا مش راضيا على خدمة التموين في إسكندرية لأن كل مرة بيجيلي فيها الطلب بيحصل فيه أخطاء كتير حتى لو كانت الطلبات بسيطة جدا لكن معندناش ثقة إنهم يقدروا يجيبوها صح أتمنى يكونوا أفضل في المستقبل وأرجع أطمئن عليهم تاني,محايد
4,"أنا سعيد جدا بالخدمات التموينية المتاحة فى محافظة الجيزه ولكن بصراحة, فيه بعض المشاكل اللى بتضايقنا كتير زى التأخير والتقصير فى توصيل المواد الغذائية على الوقت المحدد وكمان الأسعار مرتفعة شوية بالمقارنة بالمنتجات الأخرى المتوفرة فى السوق. أتمنى لو يتم حل تلك المشكلات علشان نقدر نستمتع بالخدمة بشكل أفضل.",جمعية طيبة للضيافة,الجيزة,أنا سعيد جدا بالخدمات التموينية المتاحة فى محافظة الجيزه ولكن بصراحة فيه بعض المشاكل اللى بتضايقنا كتير زى التأخير والتقصير فى توصيل المواد الغذائية على الوقت المحدد وكمان الأسعار مرتفعة شوية بالمقارنة بالمنتجات الأخرى المتوفرة فى السوق أتمنى لو يتم حل تلك المشكلات علشان نقدر نستمتع بالخدمة بشكل أفضل,محايد
5,"أنا سعيد جدا بخدمة التموين في القاهرة, لأنها بتقدم خدمات ممتازة وبأسعار معقولة للناس اللي محتاجينها. بالرغم من بعض المشاكل الصغيرة هنا وهناك, لكن بشكل عام هي تجربة رائعة وأوصي بها للجميع!",مكتب الشروق للغذاء,القاهرة,أنا سعيد جدا بخدمة التموين في القاهرة لأنها بتقدم خدمات ممتازة وبأسعار معقولة للناس اللي محتاجينها بالرغم من بعض المشاكل الصغيرة هنا وهناك لكن بشكل عام هي تجربة رائعة وأوصي بها للجميع,إيجابي
3,"أنا مش فاهم إيه المشكلة مع خدمات التموين هنا! دايما بنشوف الناس بتضايق عشان ميعرفوش يوصلوا المكان الصح, لكن لو حاولت مرة هتعرف تروح وترجع بأمان. حتى لو كانت الأكشاك بعيدة شوية عن بعض المناطق, احنا لازم نفضل نحاول ونحاول علشان نقدر نستفيد منها.",جمعية مركز الخير,قنا,أنا مش فاهم إيه المشكلة مع خدمات التموين هنا دايما بنشوف الناس بتضايق عشان ميعرفوش يوصلوا المكان الصح لكن لو حاولت مرة هتعرف تروح وترجع بأمان حتى لو كانت الأكشاك بعيدة شوية عن بعض المناطق احنا لازم نفضل نحاول ونحاول علشان نقدر نستفيد منها,إيجابي
2,"أنا مش راضي على الخدمات التموينية اللي بنحصل عليها هنا في الاسماعيلية, احنا محتاجين تحسين كبير في الجودة والتوصيل كمان.",مكتب الأمل,الإسماعيلية,أنا مش راضي على الخدمات التموينية اللي بنحصل عليها هنا في الاسماعيلية احنا محتاجين تحسين كبير في الجودة والتوصيل كمان,محايد
2,"أنا مش راضي تماما على خدمة التموين دي, لأنها دايما متأخرة ومفيش تنوع في الأكل. أتمنى لو يتعدلوا الوضع ده علشان نقدر نستمتع بالوجبة بشكل أفضل.",مكتب الأغذية المتكاملة,الإسماعيلية,أنا مش راضي تماما على خدمة التموين دي لأنها دايما متأخرة ومفيش تنوع في الأكل أتمنى لو يتعدلوا الوضع ده علشان نقدر نستمتع بالوجبة بشكل أفضل,سلبي
1,"أنا مش فاهم كويس الخدمه دي, بس اعتقد أنها كويسة لأنها بتقدم الطعام للناس اللي محتاجينه. لكن أتمنى أنهم يتحسنوا ويحافظوا على الجودة دايما.",مكتب النجاح,الدقهلية,أنا مش فاهم كويس الخدمه دي بس اعتقد أنها كويسة لأنها بتقدم الطعام للناس اللي محتاجينه لكن أتمنى أنهم يتحسنوا ويحافظوا على الجودة دايما,إيجابي
5,"أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة, هي فعلا بتخلي حياة الناس أسهل بكتير, أنا بستخدم التموين من زمان وبحب كل حاجة فيه, خاصة الخضروات والفاكهة الطازجة.",مجلس التعاون الخليجي لخدمات التموين,مطروح,أنا سعيد جدا بالخدمة اللي بتقدمها الحكومة هي فعلا بتخلي حياة الناس أسهل بكتير أنا بستخدم التموين من زمان وبحب كل حاجة فيه خاصة الخضروات والفاكهة الطازجة,إيجابي
3,"أنا سعيد جدا لأنك استمتعت بالخدمة! كانت تجربة رائعة بالنسبة لي. شكرا لك على تقديم تقييم إيجابي, وأنا أقدر ذلك حقا. أتمنى أن يكون لديك يوم رائع, وشكرا مرة أخرى على ملاحظتك القيمة.",مكتب سناء للتجارة,الجيزة,أنا سعيد جدا لأنك استمتعت بالخدمة كانت تجربة رائعة بالنسبة لي شكرا لك على تقديم تقييم إيجابي وأنا أقدر ذلك حقا أتمنى أن يكون لديك يوم رائع وشكرا مرة أخرى على ملاحظتك القيمة,إيجابي
5,"أنا سعيد جدا بالمنتجات التي أتلقاها من خدمات التوزيع, فهي ذات جودة عالية ومغذية بالنسبة لي ولعائلتي. أقدر كل جهد يبذل لضمان وصول الطعام الطازج والمفيد للجميع بشكل منتظم وبأسعار معقولة. شكرا لكم على هذا العمل الرائع!",مؤسسة التغذية المتكاملة للدقهلية,الدقهلية,أنا سعيد جدا بالمنتجات التي أتلقاها من خدمات التوزيع فهي ذات جودة عالية ومغذية بالنسبة لي ولعائلتي أقدر كل جهد يبذل لضمان وصول الطعام الطازج والمفيد للجميع بشكل منتظم وبأسعار معقولة شكرا لكم على هذا العمل الرائع,إيجابي
5,"أنا سعيد جدا بالخدمة التموينية اللي بتقدمها محافظتنا, خاصة أنها وصلت إلى كل بيت على طول المحافظة. نقدر نقول إنها كانت حلوة أوي وبجد ساعدتنا كتير في توفير المال على البقالة والأطعمة الأخرى. شكرا جزيلا على هذا المجهود العظيم!",مجلس التنمية المستدامة للجمعية,كفر الشيخ,أنا سعيد جدا بالخدمة التموينية اللي بتقدمها محافظتنا خاصة أنها وصلت إلى كل بيت على طول المحافظة نقدر نقول إنها كانت حلوة أوي وبجد ساعدتنا كتير في توفير المال على البقالة والأطعمة الأخرى شكرا جزيلا على هذا المجهود العظيم,إيجابي
4,"أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة بالنسبة لك يا عزيزي! أقدر ملاحظتك وأقدر دعمكم المستمر لنا, ونحن نعمل بجد لتقديم أفضل الخدمات لكم جميعا. شكرا جزيلا على تقييمكم الإيجابي وأتمنى أنكم تستمتعوا بخدمتنا دائما. تحياتي الحارة للجميع.",مكتب زهران للضيافة,مطروح,أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة بالنسبة لك يا عزيزي أقدر ملاحظتك وأقدر دعمكم المستمر لنا ونحن نعمل بجد لتقديم أفضل الخدمات لكم جميعا شكرا جزيلا على تقييمكم الإيجابي وأتمنى أنكم تستمتعوا بخدمتنا دائما تحياتي الحارة للجميع,إيجابي
4,"أنا سعيد جدا بالخدمة المقدمة من وزارة التموين, فهي تساعد الناس على توفير احتياجاتهم الأساسية بكل سهولة ويسر. ولكن هناك بعض المشاكل التي تحتاج إلى حل, مثل التأخير في التوصيل وبعض الأخطاء في الفواتير. أتمنى أنهم يطورون النظام ليكون أفضل وأكثر فعالية للناس. شكرا لكم!",مكتب الأغذية الصحية,الدقهلية,أنا سعيد جدا بالخدمة المقدمة من وزارة التموين فهي تساعد الناس على توفير احتياجاتهم الأساسية بكل سهولة ويسر ولكن هناك بعض المشاكل التي تحتاج إلى حل مثل التأخير في التوصيل وبعض الأخطاء في الفواتير أتمنى أنهم يطورون النظام ليكون أفضل وأكثر فعالية للناس شكرا لكم,إيجابي
1,"أنا مش فاهم, هل تقصد أنك تريد مني كتابة نص بلغة مصرية عامية? أم تقصد أنني سأكتب تعليقا على خدمة التموين في مصر باستخدام اللهجة العامية؟ لأن كلا الخيارين مختلفين تماما. لو كنت أقصد الكتابة باللهجة العامية فأنا لست قادرا عليها حاليا بسبب القيود البرمجية الحالية. ولو كانت الخدمة التموينية هي الهدف فيمكن لي توضيح السلبيات والإيجابيات لها بشكل أكثر تفصيلا ودقة من خلال تحليل البيانات المتاحة وتقييمها بناء على المعايير المحددة مسبقا.",مكتب الطيبات,دمياط,أنا مش فاهم هل تقصد أنك تريد مني كتابة نص بلغة مصرية عامية أم تقصد أنني سأكتب تعليقا على خدمة التموين في مصر باستخدام اللهجة العامية لأن كلا الخيارين مختلفين تماما لو كنت أقصد الكتابة باللهجة العامية فأنا لست قادرا عليها حاليا بسبب القيود البرمجية الحالية ولو كانت الخدمة التموينية هي الهدف فيمكن لي توضيح السلبيات والإيجابيات لها بشكل أكثر تفصيلا ودقة من خلال تحليل البيانات المتاحة وتقييمها بناء على المعايير المحددة مسبقا,محايد
3,"أنا مش فاهم إيه المشكلة مع التموين? كل اللي عايزه أكلة وأنا قادر على الدفع, ليه الموضوع كده صعب جدا؟ دي مشكلة كبيرة! لازم يتحسن الوضع ده قريب عشان الناس تقدر تعيش حياتها بشكل طبيعي.",مكتب التموين,الجيزة,أنا مش فاهم إيه المشكلة مع التموين كل اللي عايزه أكلة وأنا قادر على الدفع ليه الموضوع كده صعب جدا دي مشكلة كبيرة لازم يتحسن الوضع ده قريب عشان الناس تقدر تعيش حياتها بشكل طبيعي,محايد
2,"أنا مش عارف ليه الناس بتتكلم عن التموين ده كده! كل اللي عايزين نقوله إنه أسوأ خدمة ممكن, ومش بنفع منها حاجة خالص. إحنا ندور على أي فرصة علشان نعيش بكرامة, لكن للأسف مفيش فرص ولا حتى التموين بيقدم لنا قيمة حقيقية للأموال التي نستلمها. أتمنى لو نقدر نحاسبهم ونخلص منهم!",الجمعية التعاونية لإنتاج الأغذية,السويس,أنا مش عارف ليه الناس بتتكلم عن التموين ده كده كل اللي عايزين نقوله إنه أسوأ خدمة ممكن ومش بنفع منها حاجة خالص إحنا ندور على أي فرصة علشان نعيش بكرامة لكن للأسف مفيش فرص ولا حتى التموين بيقدم لنا قيمة حقيقية للأموال التي نستلمها أتمنى لو نقدر نحاسبهم ونخلص منهم,سلبي
4,"أنا سعيد جدا بوجودي على هذا الموقع الاجتماعي وأقدر كل الجهود المبذولة لتحسين الخدمات الحكومية للمواطنين, خاصة خدمات التموين التي تساعد الكثير منا بشكل كبير في حياتنا اليومية. ولكن للأسف, لم يكن الأداء العام لهذه الخدمة مرضيا تماما, حيث حصلت عليها بدرجة أربعة من أصل خمسة. أعتقد أنه يمكن تحسينها بشكل أكبر لضمان تقديم أفضل تجربة ممكنة لنا جميعا. شكرا لك.",مكتب إمداد الأسكندرية,الإسكندرية,أنا سعيد جدا بوجودي على هذا الموقع الاجتماعي وأقدر كل الجهود المبذولة لتحسين الخدمات الحكومية للمواطنين خاصة خدمات التموين التي تساعد الكثير منا بشكل كبير في حياتنا اليومية ولكن للأسف لم يكن الأداء العام لهذه الخدمة مرضيا تماما حيث حصلت عليها بدرجة أربعة من أصل خمسة أعتقد أنه يمكن تحسينها بشكل أكبر لضمان تقديم أفضل تجربة ممكنة لنا جميعا شكرا لك,إيجابي
1,"أنا مش راضي خالص على الخدمات اللي بتقدمها, لأن مفيش أي تقدم ولا تحسين, والناس بتحتاج أكتر من كده عشان تعيش حياة كريمة. أتمنى لو الحكومة تركز على تقديم خدمات أفضل للناس بدل ما تبهدلهم وتسيء لهم.",مكتب نور بنى سويف,بني سويف,أنا مش راضي خالص على الخدمات اللي بتقدمها لأن مفيش أي تقدم ولا تحسين والناس بتحتاج أكتر من كده عشان تعيش حياة كريمة أتمنى لو الحكومة تركز على تقديم خدمات أفضل للناس بدل ما تبهدلهم وتسيء لهم,محايد
3,"أنا مش راضيا جدا على خدمة التموين دي, لأنها دائما متأخرة ومش بتقدم الجودة المطلوبة. أتمنى لو يتحسنوا قريب عشان الناس تقدر تستمتع بالطعام اللي بيتمنوهلها.",جمعية أوركيد للتنمية,الإسكندرية,أنا مش راضيا جدا على خدمة التموين دي لأنها دائما متأخرة ومش بتقدم الجودة المطلوبة أتمنى لو يتحسنوا قريب عشان الناس تقدر تستمتع بالطعام اللي بيتمنوهلها,سلبي
4,"أنا سعيد جدا بتلقي خدمتكم النهاردة, لكن بصراحة مش راضيين عنها تماما. الحاجات اللي بنحتاجها كتير بسيطة وبسيطة خالص, بس للأسف مفيش اهتمام بيها. ربنا يوفقكم ويصلحوا الحال!",مكتب التغذية الصحية,الدقهلية,أنا سعيد جدا بتلقي خدمتكم النهاردة لكن بصراحة مش راضيين عنها تماما الحاجات اللي بنحتاجها كتير بسيطة وبسيطة خالص بس للأسف مفيش اهتمام بيها ربنا يوفقكم ويصلحوا الحال,إيجابي
5,أنا سعيد جدا بخدمة التموين في محافظه الجيزه لأنها بتعمل كويس وبتناسب احتياجاتنا اليومية. بجد مش عارفين نستغنى عنها خالص!,مكتب لوجيستيات التموين,الجيزة,أنا سعيد جدا بخدمة التموين في محافظه الجيزه لأنها بتعمل كويس وبتناسب احتياجاتنا اليومية بجد مش عارفين نستغنى عنها خالص,إيجابي
5,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, خاصة التموين. أنا شايف إنه مفيد أوي للناس الغلابة وبيساعدهم على طول. ربنا يكرمكم ويبارك فيكم.",مؤسسة هناء للضيافة,القاهرة,أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة خاصة التموين أنا شايف إنه مفيد أوي للناس الغلابة وبيساعدهم على طول ربنا يكرمكم ويبارك فيكم,إيجابي
1,"أنا مش راضيا على خدمة التموين هنا في القاهرة, بجد! كل مرة بنروح فيها للبقالة بتاخد ساعات طويلة عشان نشتري حاجاتنا الأساسية, والناس اللي ورانا بيقضوا وقتهم فاضي ومش حاسبينها صح. لو الحكومة كانت مهتمة بنا فعلا كنتوا حسستونا أننا مهمين بالنسبة ليكم.",مؤسسة الغذاء الصحي بالقاهرة,القاهرة,أنا مش راضيا على خدمة التموين هنا في القاهرة بجد كل مرة بنروح فيها للبقالة بتاخد ساعات طويلة عشان نشتري حاجاتنا الأساسية والناس اللي ورانا بيقضوا وقتهم فاضي ومش حاسبينها صح لو الحكومة كانت مهتمة بنا فعلا كنتوا حسستونا أننا مهمين بالنسبة ليكم,سلبي
4,"أنا مش هقول غير إن نظام التوزيع بتاعنا فى بور سعيد محتاج تطوير كبير, لأن ده النظام الوحيد اللى بيتواصل بينا وبين الحكومة وناس كتير بتتأثر بيه. لو كانوا عايزين يعملوا تغيير حقيقي لازم يشوفوا كيف يعيش الناس على الأرض ويدورولهم حل لأزماتهم اليومية.",مؤسسة الغذاء الصحي,بورسعيد,أنا مش هقول غير إن نظام التوزيع بتاعنا فى بور سعيد محتاج تطوير كبير لأن ده النظام الوحيد اللى بيتواصل بينا وبين الحكومة وناس كتير بتتأثر بيه لو كانوا عايزين يعملوا تغيير حقيقي لازم يشوفوا كيف يعيش الناس على الأرض ويدورولهم حل لأزماتهم اليومية,إيجابي
4,"أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة, لكن أنا عايز أكتر من كده. أتمنى لو يكون عندنا توصيل للبيت وكمان أسعار أرخص.",مكتب التموين,الدقهلية,أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة لكن أنا عايز أكتر من كده أتمنى لو يكون عندنا توصيل للبيت وكمان أسعار أرخص,إيجابي
3,"أنا مش شايف أي تحسن كبير في خدمات التموين في الجيزة, أنا بتعامل مع نفس الناس اللي كانوا بيشتغلوا قبل كده وبقاهم زي الفل. ده يعني إنهم ميعرفوش يعملوا حاجة جديدة ولا يقدرون على تطوير أنفسهم.",مكتب سند التموين,الجيزة,أنا مش شايف أي تحسن كبير في خدمات التموين في الجيزة أنا بتعامل مع نفس الناس اللي كانوا بيشتغلوا قبل كده وبقاهم زي الفل ده يعني إنهم ميعرفوش يعملوا حاجة جديدة ولا يقدرون على تطوير أنفسهم,محايد
3,"أنا مش عارفة أقول إيه, لكن أعتقد أنه يمكن تحسينه شوية. أنا أؤيد فكرة التناول المنزلي بس الحاجات اللي بنأكلها دي بتكون متغيرة كل يوم ومش دايما برضة طازجة. أتمنى لو كان فيه رقابة أكثر على الجودة والأسعار كمان.",الجمعية التعاونية للتمور,الجيزة,أنا مش عارفة أقول إيه لكن أعتقد أنه يمكن تحسينه شوية أنا أؤيد فكرة التناول المنزلي بس الحاجات اللي بنأكلها دي بتكون متغيرة كل يوم ومش دايما برضة طازجة أتمنى لو كان فيه رقابة أكثر على الجودة والأسعار كمان,إيجابي
3,"أنا مش عارفة أتكلم بصراحة, لكن أعتقد أنه يمكن تحسين خدمة التموين في الإسكندرية عشان نقدر نطلع منها بنفع حقيقي.",مكتب التموين السعيد,الإسكندرية,أنا مش عارفة أتكلم بصراحة لكن أعتقد أنه يمكن تحسين خدمة التموين في الإسكندرية عشان نقدر نطلع منها بنفع حقيقي,إيجابي
3,"أنا مش بحب النظام ده, لو فيه حاجة تتغير هيبقي أفضل. كل مرة بنشوفها بتتأخر ونضطر ندفع غرامة! يعني إيه إحنا دفعنا فلوس قبل كده ومش حصل حاجه?!",جمعية غذاء,سوهاج,أنا مش بحب النظام ده لو فيه حاجة تتغير هيبقي أفضل كل مرة بنشوفها بتتأخر ونضطر ندفع غرامة يعني إيه إحنا دفعنا فلوس قبل كده ومش حصل حاجه,سلبي
2,"الموضوع ده مش حلو خالص, احنا محتاجين نعمل حاجة عشان نستفيد فعلا من خدمات التموين دي.",جمعية إطعام الأسكندرية,الإسكندرية,الموضوع ده مش حلو خالص احنا محتاجين نعمل حاجة عشان نستفيد فعلا من خدمات التموين دي,محايد
2,"يا جماعة, عايز أقول لكم إن خدمة التموين في القليوبيه مش كويسة جدا! أنا أعطيها اثنين من خمسة علشان السبب الوحيد اللي بيخليني أعطيه ده هو إنهم بيجوا بكده كل شهر مرة واحدة بس! لو كان فيه تغيير للأفضل, كنت أعطيتهم أربعة أو حتى خمسة!",مكتب إطعام القليوبية,القليوبية,يا جماعة عايز أقول لكم إن خدمة التموين في القليوبيه مش كويسة جدا أنا أعطيها اثنين من خمسة علشان السبب الوحيد اللي بيخليني أعطيه ده هو إنهم بيجوا بكده كل شهر مرة واحدة بس لو كان فيه تغيير للأفضل كنت أعطيتهم أربعة أو حتى خمسة,سلبي
1,"يا جماعة, أنا بعلق على خدمات التوزيع دي بس مش مبسوط أوي, لأنه رغم كل المجهودات اللي بتعملوها, لكن للأسف هي مش بتقدم الجودة المطلوبة, ومش بتحب تساعد الناس زيها. أتمنى لو يتم تحسين الوضع ده قريبا.",جمعية طيبة للإطعام,سوهاج,يا جماعة أنا بعلق على خدمات التوزيع دي بس مش مبسوط أوي لأنه رغم كل المجهودات اللي بتعملوها لكن للأسف هي مش بتقدم الجودة المطلوبة ومش بتحب تساعد الناس زيها أتمنى لو يتم تحسين الوضع ده قريبا,محايد
2,"أنا مش راضي على الخدمات دي, احنا لازم نعمل حاجة علشان نقدر نستفيد منها بشكل صحيح.",الجمعية المصرية لخدمات التموين,المنيا,أنا مش راضي على الخدمات دي احنا لازم نعمل حاجة علشان نقدر نستفيد منها بشكل صحيح,سلبي
2,"بصراحة, أنا مش راضي على خدمة التموين في مطروح. رغم أنها محاولة جيدة لكن للأسف مفيش أي تحسن خلال السنين اللي فاتت. أتمنى أنهم يطوروا النظام ده عشان الناس تقدر تستمتع بالخدمة.",جمعية طيبة للإطعام,دمياط,بصراحة أنا مش راضي على خدمة التموين في مطروح رغم أنها محاولة جيدة لكن للأسف مفيش أي تحسن خلال السنين اللي فاتت أتمنى أنهم يطوروا النظام ده عشان الناس تقدر تستمتع بالخدمة,محايد
3,"بصراحة, أنا مش راضي على خدمات التموين دي خالص, احنا بنشتكي دايما من قلة الكميات وجودة المنتجات اللي بتوصلنا, وبصراحه كمان الأسعار بقت عالية جدا مقارنة بالأيام القديمة. لازم يتحسن الوضع ده عشان نقدر نستمتع بالطعام الصحي.",مكتب السلام للتوريدات الغذائية,الدقهلية,بصراحة أنا مش راضي على خدمات التموين دي خالص احنا بنشتكي دايما من قلة الكميات وجودة المنتجات اللي بتوصلنا وبصراحه كمان الأسعار بقت عالية جدا مقارنة بالأيام القديمة لازم يتحسن الوضع ده عشان نقدر نستمتع بالطعام الصحي,سلبي
2,"أنا مش فاهم اللي بتقوله يا راجل! يعني إيه خدمة التموين؟ لو سمحت, ممكن توضحلي كده? شكرا لك!",مكتب زهران للضيافة,مطروح,أنا مش فاهم اللي بتقوله يا راجل يعني إيه خدمة التموين لو سمحت ممكن توضحلي كده شكرا لك,إيجابي
1,"أنا مش عايز أشوف أي حد تاني ييجي ياخد نفس الوجبة النهاردة, هي أكلة بلا طعم وبلا قيمة! لو كان فيه عقلان هما اللي بيقرروا على الأكل دي, كانوا قالهم ارفعوها شوية علشان الناس تقدر تستمتع بالأكل ولا تشوفه كأنه عقاب عليها!",جمعية براعم الخير,الدقهلية,أنا مش عايز أشوف أي حد تاني ييجي ياخد نفس الوجبة النهاردة هي أكلة بلا طعم وبلا قيمة لو كان فيه عقلان هما اللي بيقرروا على الأكل دي كانوا قالهم ارفعوها شوية علشان الناس تقدر تستمتع بالأكل ولا تشوفه كأنه عقاب عليها,سلبي
1,"أنا مش راضيه عن خدمه التموين في الجيزه خالص! كل يوم بنشوف حاجات كتير غلط, زي النقص في الطعام أو حتى الكاش بتاعنا بيضيع. احنا لازم نتغير ونحصل على خدمات أفضل عشان نقدر نعيش بكرامه وأمان. #حق_المواطنين",مكتب سند التموين,الجيزة,أنا مش راضيه عن خدمه التموين في الجيزه خالص كل يوم بنشوف حاجات كتير غلط زي النقص في الطعام أو حتى الكاش بتاعنا بيضيع احنا لازم نتغير ونحصل على خدمات أفضل عشان نقدر نعيش بكرامه وأمان حقالمواطنين,سلبي
4,"أنا سعيد بخدمة التموين في المحافظة, لكن أحيانها بتكون بطيئة شوية. أتمنى إنهم يحسنوا جودة الطعام ويوصلوه أسرع.",مكتب التموين,دمياط,أنا سعيد بخدمة التموين في المحافظة لكن أحيانها بتكون بطيئة شوية أتمنى إنهم يحسنوا جودة الطعام ويوصلوه أسرع,إيجابي
3,"أنا مش سعيد بالخدمة دي, هي تقريبا بتمدنا بالأكل بس بدون طعمه! لو بتعملوا زيها لما كنا بنقول عليها تونة بدل من لحمة. لازم تعملوا حاجة مختلفة عشان نقدر نفضل نتناول الأكل دا.",مجلس الأزرقي,بورسعيد,أنا مش سعيد بالخدمة دي هي تقريبا بتمدنا بالأكل بس بدون طعمه لو بتعملوا زيها لما كنا بنقول عليها تونة بدل من لحمة لازم تعملوا حاجة مختلفة عشان نقدر نفضل نتناول الأكل دا,محايد
3,"أنا سعيد جدا لأنك سألت! أعتقد أنك ستحب هذا الكتاب الجديد الذي قرأته للتو. إنه كتاب رائع حقا ويشرح الكثير من الأشياء التي كنت أتساءل عنها. هل قرأت أي كتب أخرى لذات المؤلف?
هل تريد مني أن أشارك بعض الأفكار حول كيفية تحسين خدمتك? لقد لاحظت أنه يمكنك دائما القيام بالمزيد لتحسين تجربتنا مع شركتك. على سبيل المثال, ربما يمكننا العمل معا للعثور على طرق أفضل للتواصل معك بشأن التغييرات القادمة. ماذا تعتقد؟
أنا متحمس للإجابة على",مكتب الأغذية المتكاملة,الإسماعيلية,أنا سعيد جدا لأنك سألت أعتقد أنك ستحب هذا الكتاب الجديد الذي قرأته للتو إنه كتاب رائع حقا ويشرح الكثير من الأشياء التي كنت أتساءل عنها هل قرأت أي كتب أخرى لذات المؤلف,إيجابي
1,"أنا مش راضي خالص على الخدمات اللي بتقدمها وزارة التضامن الاجتماعي في المنيا, بصراحة بنشوف ناس كتير بتحتاج الدعم المادي بس للأسف احنا بنلاقي مشاكل كتير جدا مع الفواتير والتسليم والتوصيل, وناس بتستغلنا كمان! أتمنى لو يتحسن الوضع ده قريب عشان الناس اللي محتاجة دي تقدر تعيش حياة كريمة.",الجمعية المصرية لخدمات التموين,المنيا,أنا مش راضي خالص على الخدمات اللي بتقدمها وزارة التضامن الاجتماعي في المنيا بصراحة بنشوف ناس كتير بتحتاج الدعم المادي بس للأسف احنا بنلاقي مشاكل كتير جدا مع الفواتير والتسليم والتوصيل وناس بتستغلنا كمان أتمنى لو يتحسن الوضع ده قريب عشان الناس اللي محتاجة دي تقدر تعيش حياة كريمة,محايد
