stars,review,district,governorate,clean_review
4,"أنا سعيد جدا بالتغذية الراجعة الإيجابية عن خدمة التموين في محافظتنا! أعتقد أنها أصبحت أفضل بكثير خلال الفترة الأخيرة, وأنا متأكد أنه مع بعض التحسينات الإضافية, ستكون واحدة من الخدمات الممتازة التي تقدمها الحكومة للمواطنين المصريين. شكرا لك على مشاركتنا تجربتك الكريمة.",مؤسسة الطعام الصحي,القاهرة,أنا سعيد جدا بالتغذية الراجعة الإيجابية عن خدمة التموين في محافظتنا أعتقد أنها أصبحت أفضل بكثير خلال الفترة الأخيرة وأنا متأكد أنه مع بعض التحسينات الإضافية ستكون واحدة من الخدمات الممتازة التي تقدمها الحكومة للمواطنين المصريين شكرا لك على مشاركتنا تجربتك الكريمة
2,"أنا مش فاهم إيه المشكلة مع خدمة التموين دي! هي بتعمللي مشاكل كتير أوي, ومش عارفة ليه الناس متضايقه منها كده? كل اللي عايزينه ناكل ونشرب ونعيش حياتنا بشكل طبيعي!",مكتب جنة التغذية,الإسكندرية,أنا مش فاهم إيه المشكلة مع خدمة التموين دي هي بتعمللي مشاكل كتير أوي ومش عارفة ليه الناس متضايقه منها كده كل اللي عايزينه ناكل ونشرب ونعيش حياتنا بشكل طبيعي
4,"أنا مش راضي على الخدمات اللي بتقدمها الحكومة, خاصة التموين في الفيوم. أنا بستخدمه مرة واحدة كل شهر وبكون مضطر أني أحضر كل الحاجات بنفسي. المفروض يكون فيه تحسينات أكثر.",مكتب التموين السعيد,الفيوم,أنا مش راضي على الخدمات اللي بتقدمها الحكومة خاصة التموين في الفيوم أنا بستخدمه مرة واحدة كل شهر وبكون مضطر أني أحضر كل الحاجات بنفسي المفروض يكون فيه تحسينات أكثر
5,"أنا سعيد جدا بخدمة التموين في المحافظة دي, لأنها فعلا بتقدم خدمات رائعة وبتساعد الناس كتير! بفضلهم أقدر أستمتع بوجبة صحية ومغذية كل يوم بدون أي مشاكل. شكرا جزيلا على هذا العمل الرائع!",مكتبة التغذية,السويس,أنا سعيد جدا بخدمة التموين في المحافظة دي لأنها فعلا بتقدم خدمات رائعة وبتساعد الناس كتير بفضلهم أقدر أستمتع بوجبة صحية ومغذية كل يوم بدون أي مشاكل شكرا جزيلا على هذا العمل الرائع
1,"أنا مش عارف أحصل على أي خدمات من التموين, كل اللي بيحصل إني بخلص الورق وأروح أشتري الحاجات بنفسي. الخدمات بتكون ضعيفة جدا ومحتاجة تطوير كبير عشان نقدر نستفيد منها بشكل صحيح. أتمنى أنهم يطوروا النظام علشان يقدر الناس تستفيد منه أكتر.",مكتب أطلال,الجيزة,أنا مش عارف أحصل على أي خدمات من التموين كل اللي بيحصل إني بخلص الورق وأروح أشتري الحاجات بنفسي الخدمات بتكون ضعيفة جدا ومحتاجة تطوير كبير عشان نقدر نستفيد منها بشكل صحيح أتمنى أنهم يطوروا النظام علشان يقدر الناس تستفيد منه أكتر
1,"أنا مش راضي على خدمة التوصيل دي, هي بتاخد وقت طويل جدا وبتعمل مشاكل كتير مع الناس! أتمنى أنهم يعملوا عليها كويس عشان نقدر نستفيد منها بشكل أفضل.",مكتب التموين السعيد,الفيوم,أنا مش راضي على خدمة التوصيل دي هي بتاخد وقت طويل جدا وبتعمل مشاكل كتير مع الناس أتمنى أنهم يعملوا عليها كويس عشان نقدر نستفيد منها بشكل أفضل
1,"أنا مش سعيد بالمصريين دلوقتي, كل شوية بنسمع أخبار سيئة على خدمات التموين في الجيزة! لو كانت بتتحسن كنت ممكن أعطيها تقييم أعلى من كده بكثير. أتمنى يكون فيه تغيير قريب للأفضل عشان الناس اللي محتاجين الدعم النفسي والاجتماعي يستفيدوا منها.",جمعية التموين السعيد بالجيزة,الجيزة,أنا مش سعيد بالمصريين دلوقتي كل شوية بنسمع أخبار سيئة على خدمات التموين في الجيزة لو كانت بتتحسن كنت ممكن أعطيها تقييم أعلى من كده بكثير أتمنى يكون فيه تغيير قريب للأفضل عشان الناس اللي محتاجين الدعم النفسي والاجتماعي يستفيدوا منها
1,"أنا مش راضي على خدمة التموين بتاعتنا هنا في البحيرة, أنا شايف أنها بتكون سيئة جدا وبتعمل مشاكل كتير للناس اللي بيستعملوها. لو كنت رئيس المحافظة هغير كل حاجة ونبدأ من جديد.",جمعية مطبخ البركة,البحيرة,أنا مش راضي على خدمة التموين بتاعتنا هنا في البحيرة أنا شايف أنها بتكون سيئة جدا وبتعمل مشاكل كتير للناس اللي بيستعملوها لو كنت رئيس المحافظة هغير كل حاجة ونبدأ من جديد
4,"أنا راضية تماما على خدمات التموين دي, لأن الأكل كويس وبكمية كبيرة وبتوفير كمان! لكن أعتقد أنه يمكن تحسين توصيل الطلبات بشكل أفضل عشان نقدر نستمتع بالخدمة أكثر.",جمعية غذاء الحياة,المنوفية,أنا راضية تماما على خدمات التموين دي لأن الأكل كويس وبكمية كبيرة وبتوفير كمان لكن أعتقد أنه يمكن تحسين توصيل الطلبات بشكل أفضل عشان نقدر نستمتع بالخدمة أكثر
3,"أنا مش سعيد بالخدمة دي, هي مجرد شوية فاضي. لازم يتحسنوا عشان نقدر نستخدمها صح ونقدر نستفيد منها. لو كان عندهم نية لتحسين الخدمات بناس مصر كلها هتتفهم وتقدر تعمل اللي بيصلح الأمور.",مكتب التغذية,البحيرة,أنا مش سعيد بالخدمة دي هي مجرد شوية فاضي لازم يتحسنوا عشان نقدر نستخدمها صح ونقدر نستفيد منها لو كان عندهم نية لتحسين الخدمات بناس مصر كلها هتتفهم وتقدر تعمل اللي بيصلح الأمور
2,"أنا مش فاهم حاجه, بس هيحصل ايه لو طلبت مني أكتب تعليق على إيه تاني?!",مكتب الأعمال الغذائية,أسيوط,أنا مش فاهم حاجه بس هيحصل ايه لو طلبت مني أكتب تعليق على إيه تاني
1,"أنا مش فاهم إيه الحكاية, ليه الواحد لازم يقول رأيه في كل حاجة? ده شيء شخصي ومش محتاج كلام كثير!",مكتب الرابطة الغذائية,البحيرة,أنا مش فاهم إيه الحكاية ليه الواحد لازم يقول رأيه في كل حاجة ده شيء شخصي ومش محتاج كلام كثير
4,"أنا سعيد جدا بخدمة التموين في محافظتنا, ولكن أعتقد أنه يمكن تحسينها أكثر. لو كان هناك المزيد من التنوع والتوصيل أسرع لكانت أفضل. شكرا على القراءة!",جمعية طيبة للأغذية,المنوفية,أنا سعيد جدا بخدمة التموين في محافظتنا ولكن أعتقد أنه يمكن تحسينها أكثر لو كان هناك المزيد من التنوع والتوصيل أسرع لكانت أفضل شكرا على القراءة
5,"أنا بجد مش عارف أقول إيه, لكن أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة دلوقتي. الطعام الصحي والنظيف والموفر للمال ده فعلا شيء رائع.",مكتب أطلال,الجيزة,أنا بجد مش عارف أقول إيه لكن أنا سعيد جدا بالخدمات اللي بتقدمها الحكومة دلوقتي الطعام الصحي والنظيف والموفر للمال ده فعلا شيء رائع
4,"أنا سعيد جدا بتقديم خدمتي التموينية للمواطنين بمحافظة الدقهلية. لقد كنت أعمل بجد لتوفير احتياجاتهم الغذائية بكل سهولة ويسر, وأقدم لهم أفضل جودة ممكنة للطعام والمنتجات الأخرى التي يحتاجون إليها. أتمنى أن يستمر هذا التعاون الإيجابي بيننا وأن أتمكن دائما من تلبية احتياجاتكم وتوقعاتكم. شكرا لكم على دعمكم وثقتكم بي!",مكتب الأغذية الصحية,الدقهلية,أنا سعيد جدا بتقديم خدمتي التموينية للمواطنين بمحافظة الدقهلية لقد كنت أعمل بجد لتوفير احتياجاتهم الغذائية بكل سهولة ويسر وأقدم لهم أفضل جودة ممكنة للطعام والمنتجات الأخرى التي يحتاجون إليها أتمنى أن يستمر هذا التعاون الإيجابي بيننا وأن أتمكن دائما من تلبية احتياجاتكم وتوقعاتكم شكرا لكم على دعمكم وثقتكم بي
1,"أنا مش عارفة أقول حاجة حلوة أوي, لكن الحمد لله على كل حال! دي خدمة بسيطة بس بتوفر لنا حاجات كتير مهمة. لو كان فيها مشاكل, أكيد هيحصل تحسينات. وبالعافية يا مصر!",جمعية السلام للضيافة,أسيوط,أنا مش عارفة أقول حاجة حلوة أوي لكن الحمد لله على كل حال دي خدمة بسيطة بس بتوفر لنا حاجات كتير مهمة لو كان فيها مشاكل أكيد هيحصل تحسينات وبالعافية يا مصر
1,"أنا بعتبر خدمة التموين فى الغربية سيئة جدا, مش بنفع أصلا. الأسعار غالية ومش بتحاسب على الحاجات اللى بتاخدها, والخدمة كمان ضعيفة.",مكتب الأغذية الصحي,الغربية,أنا بعتبر خدمة التموين فى الغربية سيئة جدا مش بنفع أصلا الأسعار غالية ومش بتحاسب على الحاجات اللى بتاخدها والخدمة كمان ضعيفة
5,"أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية التي تقدمها الحكومة المصرية للمواطنين. لقد كان الأمر صعب قليلا في البداية بسبب بعض المشاكل التقنية, لكن الأمور تحسنت الآن بشكل كبير. أقدر كل الجهود المبذولة لتحسين الخدمات العامة وتقديم الدعم اللازم للمواطن البسيط. شكرا جزيلا لكم على الاهتمام والتفهم! #مصر_تحب",جمعية البيت الحلو,القاهرة,أنا سعيد جدا بتلقي هذا التقييم الإيجابي للخدمة التموينية التي تقدمها الحكومة المصرية للمواطنين لقد كان الأمر صعب قليلا في البداية بسبب بعض المشاكل التقنية لكن الأمور تحسنت الآن بشكل كبير أقدر كل الجهود المبذولة لتحسين الخدمات العامة وتقديم الدعم اللازم للمواطن البسيط شكرا جزيلا لكم على الاهتمام والتفهم مصرتحب
3,"أنا سعيد جدا بتقديم تجربتي مع خدمة التموين في المحافظة, ولكن بصراحة مش راضيا عنها تماما. حتى الآن حصلت على ثلاث نجوم بس! يعني لازم يتحسنوا شوية عشان أقدر أحط خمس نجوم فيهم. أتمنى أنهم يسمعوا كلامي ويعملوا اللي عليهم علشان الناس تقدر تستمتع بالخدمة دي بشكل أفضل. شكرا لكم.",مركز طهطا للتغذية,سوهاج,أنا سعيد جدا بتقديم تجربتي مع خدمة التموين في المحافظة ولكن بصراحة مش راضيا عنها تماما حتى الآن حصلت على ثلاث نجوم بس يعني لازم يتحسنوا شوية عشان أقدر أحط خمس نجوم فيهم أتمنى أنهم يسمعوا كلامي ويعملوا اللي عليهم علشان الناس تقدر تستمتع بالخدمة دي بشكل أفضل شكرا لكم
3,"أنا مش فاهم ليه الناس زعلانين على خدمة التموين! بصراحة, ده أفضل حاجة حصلت لينا بعد الثورة! نحن بنأكل أحسن مما كنا نتناول قبل كده, ولسه هنزيد التحسينات كمان وكمان. شكرا للحكومة اللي عملت لنا كدة. #الحمدلله_ونعمتك_لا_توصف",مكتب الأغذية المتكاملة,الإسماعيلية,أنا مش فاهم ليه الناس زعلانين على خدمة التموين بصراحة ده أفضل حاجة حصلت لينا بعد الثورة نحن بنأكل أحسن مما كنا نتناول قبل كده ولسه هنزيد التحسينات كمان وكمان شكرا للحكومة اللي عملت لنا كدة الحمدللهونعمتكلاتوصف
2,"أنا مش راضيا على خدمة التموين دي خالص, لأنها دايما بتأخر وتوصل متأخرة جدا! المفروض يكونوا أسرع شوية عشان نقدر نستفيد منهم كويس. أمال لو كان عندهم ضمير كانوا هيعملوا اللي علينا أحسن مما هم بيعملوه دلوقتي.",اتحاد التموين البحري في المحافظة,البحيرة,أنا مش راضيا على خدمة التموين دي خالص لأنها دايما بتأخر وتوصل متأخرة جدا المفروض يكونوا أسرع شوية عشان نقدر نستفيد منهم كويس أمال لو كان عندهم ضمير كانوا هيعملوا اللي علينا أحسن مما هم بيعملوه دلوقتي
3,"أنا سعيد بتقديم خدمتي بتقييم ثلاث نجوم على الموقع الاجتماعي. لكن بصراحة, مش راضيين عني تماما ومش واثقين إني هقدم أفضل مما قدمت الفترة اللي فاتت. أتمنى يكون فيه تغيير قريب ونقدر نحقق الأفضل مع بعض!",مكتب إطعام إسكندرية,الإسكندرية,أنا سعيد بتقديم خدمتي بتقييم ثلاث نجوم على الموقع الاجتماعي لكن بصراحة مش راضيين عني تماما ومش واثقين إني هقدم أفضل مما قدمت الفترة اللي فاتت أتمنى يكون فيه تغيير قريب ونقدر نحقق الأفضل مع بعض
1,"أنا مش عارفة ليه الناس بتكره التموين ده! ممكن يكون فيه مشاكل, لكن بالنسبة لي, دايما أحصل على حاجات حلوة وبسيطة معاها كل شهر. لو مفيش مشكلة فى التوزيع هنعرف ونحل المشكلة مع بعض. ولو كان فيه حاجة غلط, هنقول عليها ونتكلم عنها علشان نغير الوضع للأفضل. شكرا للتموين وشكرا للحكومة اللي بتدعمنا كده.",مكتب السواني,مطروح,أنا مش عارفة ليه الناس بتكره التموين ده ممكن يكون فيه مشاكل لكن بالنسبة لي دايما أحصل على حاجات حلوة وبسيطة معاها كل شهر لو مفيش مشكلة فى التوزيع هنعرف ونحل المشكلة مع بعض ولو كان فيه حاجة غلط هنقول عليها ونتكلم عنها علشان نغير الوضع للأفضل شكرا للتموين وشكرا للحكومة اللي بتدعمنا كده
5,"أنا سعيد جدا بخدمة التموين دي, لأنها فعلا بتقدم خدمات ممتازة للمواطن البسيط اللي محتاجها. أنا بشكر كل القائمين عليها على المجهود الكبير ده.",جمعية مطبخ المنصورة,الدقهلية,أنا سعيد جدا بخدمة التموين دي لأنها فعلا بتقدم خدمات ممتازة للمواطن البسيط اللي محتاجها أنا بشكر كل القائمين عليها على المجهود الكبير ده
5,"أنا سعيد جدا بالخدمات اللي بنستلمها من وزارة التضامن الاجتماعي, خاصة برنامج التوزيع الغذائي في الإسكندرية. نقدر نقول إن البرنامج ده حقق نقلة نوعية في حياة الغلابة والناس الفقيرة, وبيساعدهم على توفير الحاجات الأساسية ليهم بكل سهولة ويسر.",مكتب الأغذية المتكاملة,الإسكندرية,أنا سعيد جدا بالخدمات اللي بنستلمها من وزارة التضامن الاجتماعي خاصة برنامج التوزيع الغذائي في الإسكندرية نقدر نقول إن البرنامج ده حقق نقلة نوعية في حياة الغلابة والناس الفقيرة وبيساعدهم على توفير الحاجات الأساسية ليهم بكل سهولة ويسر
4,"أنا راعتي تجربة خدمة التموين النهاردة, كانت كويسة جدا بس فيها بعض الأخطاء الصغيرة اللي لازم يتحلوا منها. بشكل عام, أقدر الجهود دي ونرجو إنهم يعملوها أحسن في المرة الجاية.",مكتب غذاء المحافظة,الدقهلية,أنا راعتي تجربة خدمة التموين النهاردة كانت كويسة جدا بس فيها بعض الأخطاء الصغيرة اللي لازم يتحلوا منها بشكل عام أقدر الجهود دي ونرجو إنهم يعملوها أحسن في المرة الجاية
4,"أنا سعيد جدا بخدمة التموين في القليوبية! رغم بعض المشاكل البسيطة, لكن بشكل عام هي ممتازة! أتمنى لو كانت متاحة أكثر للناس عشان نقدر نستفيد منها أكتر ونوفر على نفسنا الوقت والجهد. شكرا للحكومة اللي بتدعم مثل دي الخدمات.",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بخدمة التموين في القليوبية رغم بعض المشاكل البسيطة لكن بشكل عام هي ممتازة أتمنى لو كانت متاحة أكثر للناس عشان نقدر نستفيد منها أكتر ونوفر على نفسنا الوقت والجهد شكرا للحكومة اللي بتدعم مثل دي الخدمات
2,"أنا مش عارفة أقول إيه بخصوص خدمات التموين فى بورسعيد, لأن بصراحة الموضوع مش مظبوط خالص. حتى لو كنت بتعمل جهد, إلا إنه لازم تتحسن أكتر علشان نقدر نثق فيك ونقدر نستفيد منها بشكل فعال. أتمنى أنك تقدر تحسن الوضع وتتعامل مع كل الشكاوى بجدية وتحل المشاكل اللى بنواجهها. بالتوفيق!",مؤسسة الغذاء الصحي,بورسعيد,أنا مش عارفة أقول إيه بخصوص خدمات التموين فى بورسعيد لأن بصراحة الموضوع مش مظبوط خالص حتى لو كنت بتعمل جهد إلا إنه لازم تتحسن أكتر علشان نقدر نثق فيك ونقدر نستفيد منها بشكل فعال أتمنى أنك تقدر تحسن الوضع وتتعامل مع كل الشكاوى بجدية وتحل المشاكل اللى بنواجهها بالتوفيق
1,"أنا مش راضيه على الخدمات اللي بيقدموها, دايما بتأخروا في التوصيل وبتنزل حاجات باظت, وأنا هفضل أطالب بحقوقنا.",مكتب الأغذية المتكاملة,الإسكندرية,أنا مش راضيه على الخدمات اللي بيقدموها دايما بتأخروا في التوصيل وبتنزل حاجات باظت وأنا هفضل أطالب بحقوقنا
4,"أنا سعيد جدا بخدمة التموين في محافظتنا! إنها ممتازة جدا ونقدر كل الجهود اللي بيتم بذلها علشان ناكل ونشرب كويس كل يوم. لكن لو عايزين نقدره أكتر, لازم يكون فيه مزيد من الرقابة على الأسعار والتوصيل في الوقت المحدد, لأن ده هيأثر بشكل إيجابي على تجربتنا العامة مع الخدمة دي. شكرا جزيلا لكم وللخدمة الممتازة.",مكتب جمعية نور,القاهرة,أنا سعيد جدا بخدمة التموين في محافظتنا إنها ممتازة جدا ونقدر كل الجهود اللي بيتم بذلها علشان ناكل ونشرب كويس كل يوم لكن لو عايزين نقدره أكتر لازم يكون فيه مزيد من الرقابة على الأسعار والتوصيل في الوقت المحدد لأن ده هيأثر بشكل إيجابي على تجربتنا العامة مع الخدمة دي شكرا جزيلا لكم وللخدمة الممتازة
3,"أنا مش راضي خالص عن خدمات التموين هنا ف قنا, كل مرة بيجي دورنا بنحصل على كمية قليلة جدا من الطعام والحاجات اللي احنا محتاجينها, وبنحتاج نروح تاني يوم عشان نجيب الباقي! ده لو حصل أصلا. لازم الحكومة تعمل حاجة تغير الوضع ده للأحسن.",جمعية إطعام,قنا,أنا مش راضي خالص عن خدمات التموين هنا ف قنا كل مرة بيجي دورنا بنحصل على كمية قليلة جدا من الطعام والحاجات اللي احنا محتاجينها وبنحتاج نروح تاني يوم عشان نجيب الباقي ده لو حصل أصلا لازم الحكومة تعمل حاجة تغير الوضع ده للأحسن
4,"أنا سعيد جدا بخدمة التموين في المحافظة القليوية! إنها أفضل خدمة توصيل طعام رأيتها لحد دلوقتي, وأنا مش عارف ليه الناس بتقول عليها سيئة. الطعم حلو أوي واللحم طازج ومش بيخاف أبدا. شكرا على الخدمة الرائعة.",شركة التوفيق للتوريدات الغذائية,القليوبية,أنا سعيد جدا بخدمة التموين في المحافظة القليوية إنها أفضل خدمة توصيل طعام رأيتها لحد دلوقتي وأنا مش عارف ليه الناس بتقول عليها سيئة الطعم حلو أوي واللحم طازج ومش بيخاف أبدا شكرا على الخدمة الرائعة
3,"أنا شايف إن نظام التموين مش كويس أوي, كل مرة بنروح نبيع فيه الورق ونجيب التاني, ومفيش ضمان أننا هنحصل على الحاجات اللي احنا محتاجينها.",مكتب التغذية المثالية,السويس,أنا شايف إن نظام التموين مش كويس أوي كل مرة بنروح نبيع فيه الورق ونجيب التاني ومفيش ضمان أننا هنحصل على الحاجات اللي احنا محتاجينها
5,"أنا سعيد جدا بخدمة التموين اللي بنستمتع بيها ف المنصورة, دي أحسن خدمة أكلت فيها في حياتي! شكرا على كل المجهودات اللي بتتموها عشان نأكل كويس.",جمعية دقهليه لتغليف الطعام,الدقهلية,أنا سعيد جدا بخدمة التموين اللي بنستمتع بيها ف المنصورة دي أحسن خدمة أكلت فيها في حياتي شكرا على كل المجهودات اللي بتتموها عشان نأكل كويس
4,"أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في محافظتي الحبيبة, مرسى مطروح! أعتقد أنكم جميعا تعرفون مدى أهمية هذا الموضوع بالنسبة لي وأنا أتابع باهتمام بالغ كل التعليقات التي تصل إلينا على صفحة التواصل الاجتماعي الخاصة بنا. أتطلع إلى تقديم أفضل الخدمات لكم وللجميع المقيمين هنا. شكرا جزيلا لكل واحد منكم على المشاركة والمساهمة في تحسين خدماتنا وتقديم الأفضل للجميع. أتمنى لكم يوم جميل ومليء بالسعادة والنجاح.",مكتب الأغذية الصحي لمطروح,مطروح,أنا سعيد جدا بتلقي تعليقاتكم حول خدمات التموين في محافظتي الحبيبة مرسى مطروح أعتقد أنكم جميعا تعرفون مدى أهمية هذا الموضوع بالنسبة لي وأنا أتابع باهتمام بالغ كل التعليقات التي تصل إلينا على صفحة التواصل الاجتماعي الخاصة بنا أتطلع إلى تقديم أفضل الخدمات لكم وللجميع المقيمين هنا شكرا جزيلا لكل واحد منكم على المشاركة والمساهمة في تحسين خدماتنا وتقديم الأفضل للجميع أتمنى لكم يوم جميل ومليء بالسعادة والنجاح
2,"أنا مش راضيين خالص على خدمة التموين, لأنها ضعيفة جدا وبتعطينا حاجات بتوجع القلب! احنا بنشتكي دايما من نقص السلع الأساسية, وكمان الأسعار بتبقى مبالغ فيها كتير. أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالحياة زي الناس التانية.",جمعية سند الخير,بني سويف,أنا مش راضيين خالص على خدمة التموين لأنها ضعيفة جدا وبتعطينا حاجات بتوجع القلب احنا بنشتكي دايما من نقص السلع الأساسية وكمان الأسعار بتبقى مبالغ فيها كتير أتمنى لو يتحسن الوضع قريب عشان نقدر نستمتع بالحياة زي الناس التانية
3,"أنا بشكر الحكومة على تقديم خدمتي للتضامن, ولكن بصراحة مش راضي عنها تماما. بالرغم أنها كانت محاولة حلوة لتحسين الظروف للناس اللي تعيش هناك, إلا إنها لم تكن كافية كفاية علشان نحقق الاستقرار والراحة الكافية.",مكتب الأغذية الصحي لمطروح,مطروح,أنا بشكر الحكومة على تقديم خدمتي للتضامن ولكن بصراحة مش راضي عنها تماما بالرغم أنها كانت محاولة حلوة لتحسين الظروف للناس اللي تعيش هناك إلا إنها لم تكن كافية كفاية علشان نحقق الاستقرار والراحة الكافية
1,"أنا مش راضي تماما على خدمات التموين هنا في المحافظة, دي حاجة تانية خالص! كل يوم بنشوف مشاكل جديدة ومش عارفين نحلها.",جمعية الحياة,السويس,أنا مش راضي تماما على خدمات التموين هنا في المحافظة دي حاجة تانية خالص كل يوم بنشوف مشاكل جديدة ومش عارفين نحلها
3,"أنا مش عارفة أحكي رأيك بالضبط, لكن أعتقد أنك كنت راضي قليلا على خدمة التموين في محافظتنا. رغم أنها كانت كويسة, لكنها كان فيها بعض المشاكل اللي محتاجة تحل. أتمنى أنهم يتحسنوا قريب ويبقوا أفضل كمان. شكرا لك!",جمعية غذاء الحياة,المنوفية,أنا مش عارفة أحكي رأيك بالضبط لكن أعتقد أنك كنت راضي قليلا على خدمة التموين في محافظتنا رغم أنها كانت كويسة لكنها كان فيها بعض المشاكل اللي محتاجة تحل أتمنى أنهم يتحسنوا قريب ويبقوا أفضل كمان شكرا لك
4,"أنا سعيد جدا بخدمة التموين في المحافظة الشرقية, لأن ده بيخلينا نأكل كويس ونبقى بصحة جيدة. لكن للأسف دي المرة الأولى اللي بنشوف فيها مشكلة كبيرة في التوصيل إلى منازلنا, وده بيعطل حياتنا اليومية بشكل كبير. أتمنى أنهم يقدروا يحلوا المشكلة بسرعة عشان نقدر نستمتع بالخدمة دي تاني.",الجمعية التعاونية للتوريدات الغذائية,الشرقية,أنا سعيد جدا بخدمة التموين في المحافظة الشرقية لأن ده بيخلينا نأكل كويس ونبقى بصحة جيدة لكن للأسف دي المرة الأولى اللي بنشوف فيها مشكلة كبيرة في التوصيل إلى منازلنا وده بيعطل حياتنا اليومية بشكل كبير أتمنى أنهم يقدروا يحلوا المشكلة بسرعة عشان نقدر نستمتع بالخدمة دي تاني
3,"أنا عايز أقول إن خدمة التموين مش كويسة أوي, احنا بنستلم حاجات كتير فاسدة وبالكاد بتوصللنا في الوقت المناسب. لازم الحكومة تعمل حاجة علشان نقدر نثق فيهم تاني ونشعر أنهم بيعملوا لينا اللي علينا.",مؤسسة طيبة للأغذية,القليوبية,أنا عايز أقول إن خدمة التموين مش كويسة أوي احنا بنستلم حاجات كتير فاسدة وبالكاد بتوصللنا في الوقت المناسب لازم الحكومة تعمل حاجة علشان نقدر نثق فيهم تاني ونشعر أنهم بيعملوا لينا اللي علينا
2,"أنا مش راضيا على خدمات التموين دي, أنا بتعامل معاهم لمدة سنة دلوقتي وفي كل مرة بيحصل مشاكل زي التأخير والتقصير, حتى الأكل اللي بيتناولوه بينا مفيش طعم ولا جودة, احنا بنحتاج تحسينات حقيقية في الجودة والنظافة والأسلوب المحترم.",مكتب نور الخير,كفر الشيخ,أنا مش راضيا على خدمات التموين دي أنا بتعامل معاهم لمدة سنة دلوقتي وفي كل مرة بيحصل مشاكل زي التأخير والتقصير حتى الأكل اللي بيتناولوه بينا مفيش طعم ولا جودة احنا بنحتاج تحسينات حقيقية في الجودة والنظافة والأسلوب المحترم
5,"أنا راضى جدا على خدمات التموين فى محافظتنا, فهي بتتقدم بشكل ممتاز وتحسن باستمرار. أنا بشكر الحكومة اللي بتدعمنا زى كده.",جمعية بركة التموين مكتب البركة للتوريدات,البحيرة,أنا راضى جدا على خدمات التموين فى محافظتنا فهي بتتقدم بشكل ممتاز وتحسن باستمرار أنا بشكر الحكومة اللي بتدعمنا زى كده
3,"أنا سعيد جدا أني استطعت أساعدك, يا ريت لو عندك أي حاجة تانية هنساعدكي فيها.",مكتب السلام للتوريدات الغذائية,الدقهلية,أنا سعيد جدا أني استطعت أساعدك يا ريت لو عندك أي حاجة تانية هنساعدكي فيها
4,"أنا سعيد بخدمة التموين دي في محافظتنا, لكن للأسف مش كل الوقت بتوصللي الوجبة بالشكل المطلوب. أتمنى إنهم يحسنوا الأداء في المستقبل علشان نقدر نثقتهم ونقدر نستمتع بالوجبة مع بعض.",الجمعية المصرية لتغذية الأسرة,البحيرة,أنا سعيد بخدمة التموين دي في محافظتنا لكن للأسف مش كل الوقت بتوصللي الوجبة بالشكل المطلوب أتمنى إنهم يحسنوا الأداء في المستقبل علشان نقدر نثقتهم ونقدر نستمتع بالوجبة مع بعض
4,"أنا سعيد جدا بالخدمة اللي اتقدمتلي من التموين, ولكن للأسف مش كل يوم بتوفرها. أتمنى لو كانت متوفرة أكتر عشان أقدر أستغل الفرصة وأطلب حاجات كتير زي بعض الناس اللي بيستفيدوا منها. بصراحة, أنا شاكر للجهد ده وأتمنى إنه يستمر لأطول فترة ممكنة!",اتحاد الأغذية والأغذية,أسيوط,أنا سعيد جدا بالخدمة اللي اتقدمتلي من التموين ولكن للأسف مش كل يوم بتوفرها أتمنى لو كانت متوفرة أكتر عشان أقدر أستغل الفرصة وأطلب حاجات كتير زي بعض الناس اللي بيستفيدوا منها بصراحة أنا شاكر للجهد ده وأتمنى إنه يستمر لأطول فترة ممكنة
3,"أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة بالنسبة لك! أقدر ملاحظتك الإيجابية وأتمنى أن تستمر الخدمات الأخرى بنفس المستوى العالي. شكرا جزيلا على وقتك واهتمامك, وأتطلع إلى تقديم المزيد من الدعم لكم جميعا. تحياتي الحارة للجميع.",مؤسسة طيبة للأغذية,القليوبية,أنا سعيد جدا بأن خدمتي للتوصيل كانت جيدة بالنسبة لك أقدر ملاحظتك الإيجابية وأتمنى أن تستمر الخدمات الأخرى بنفس المستوى العالي شكرا جزيلا على وقتك واهتمامك وأتطلع إلى تقديم المزيد من الدعم لكم جميعا تحياتي الحارة للجميع
1,"أنا مش عارفة أقول إيه, لكن أعتقد أنه ممكن يتحسن لو كان فيه اهتمام أكثر بالتفاصيل والأمانة مع الناس.",مكتب غذاء البحيرة,البحيرة,أنا مش عارفة أقول إيه لكن أعتقد أنه ممكن يتحسن لو كان فيه اهتمام أكثر بالتفاصيل والأمانة مع الناس
